avganncount,incidencerate,medincome,popest2015,povertypercent,studypercap,medianage,percentmarried,pctpubliccoveragealone,pctmarriedhouseholds,birthrate
84,417.3,40455,14903,16.1,0,43,56.8,23.7,55.69382884,4.809286899
652,371,57719,149568,10.4,608.4189131,41.7,54.1,14,54.45138818,6.102216567
348,475.3,41554,62945,20.4,0,40,51.3,20.5,52.62411957,5.831775701
88,484.4,37961,9259,15.7,0,54.6,51.5,21,49.21375921,3.263086336
975,499,42588,172790,20,260.4317379,39.1,47.4,24.2,47.8461777,4.97414174
236,393.2,41588,47948,21,0,42.4,55.8,23.9,56.1044768,5.713998795
6825,495.7,69378,1242304,10,297.0287466,40.8,52.4,11.3,50.74358294,5.31040591
128,370.2,41166,26105,20.1,0,42.3,57.1,23.3,57.87008756,4.930928626
134,402.9,35968,20937,21.4,0,49,54.7,24.2,49.31100276,6.505717916
49,396,35387,6007,17.8,0,55.6,57,18.7,49.22178988,3.276955603
165,541.3,40235,23058,20.4,1778.124729,42.5,51.1,22.4,51.59301131,4.211869815
59,404.3,33975,8251,20.5,0,51.3,55.7,20.6,51.92620727,5.041436464
145,457,44693,24253,13.2,0,44.2,56.8,19,54.27882684,3.216430924
1060,404.1,60577,279955,9.1,7.144005287,34.7,56.6,11.9,61.39920858,5.371555803
99,414.7,39420,12841,16.1,0,53.2,59.6,16.4,54.9758293,3.178368121
228,496.9,35002,23898,20.7,0,54.4,53.8,22.8,46.59100754,5.928954766
1160,475.4,44548,193307,17.4,460.4075383,40.3,45.5,21.1,44.57106192,5.433100881
953,488,50303,159875,13.8,500.3909304,42.8,53.7,17,52.59030604,4.646092865
293,404.4,43687,61018,18.5,0,39.2,54,20.3,53.0124624,7.077326343
209,368.5,42081,41475,14.7,0,44.2,53.6,20.2,53.63022113,5.167988801
54,439.1,39539,8173,17.6,0,50,52.1,24.8,50.62883884,4.633204633
421,505,47882,68619,15.3,72.8661158,41.5,54.9,16.3,54.85789339,5.135520685
323,459,43186,53777,15.6,0,43.3,55.9,18.8,56.45418701,6.304667879
385,431.5,46715,75077,16.5,173.1555603,41.3,51.1,22.1,51.82077766,4.666419111
1490,463.9,62861,358880,14.3,1290.124833,33.4,44.3,10.2,44.8630013,4.120270702
10411,528.7,41434,1759335,24.1,470.063973,37.8,38.1,26,37.15664456,5.676241281
212,528.4,39807,33003,19,0,41.7,54.3,21.7,53.94934112,5.24857851
489,532.7,51576,81251,16.6,12.30754083,39.4,46.3,18.2,46.37281334,4.275633043
418,472.2,55047,61509,11.6,130.0622673,46.6,49.3,17.5,48.37725381,3.458303859
282,522,48357,48494,13.8,41.24221553,36.1,42.2,15.4,45.19096738,3.084671073
320,461,45860,46053,14.4,0,46.4,47.8,20.7,46.37628491,4.154951578
1662,486.7,70925,295754,10.2,74.38614524,41.2,48.7,13.9,52.60510813,3.807095815
6146,544.1,50134,922578,15.2,121.3989495,40.4,44.3,19.7,41.89674177,4.815862717
255,463.7,50182,38478,12,25.98887676,45.9,50.5,17.4,51.22478386,3.244249435
274,466.4,45704,50660,18.5,0,39.8,45,21.6,45.98391477,5.8605919
354,504.2,45409,53992,17.8,0,42.8,49.3,22.9,46.51047978,4.80729036
388,520.5,52410,58937,12,0,42.7,52.8,16.6,51.63756371,6.002939584
338,505.7,52597,47625,11.1,0,45.2,48.2,17.9,50.69751616,4.626911005
45,526.9,49137,4712,11.4,9762.308998,51.9,42.7,13.6,54.2877907,4.529616725
404,480.7,44148,63100,16.5,15.84786054,42.9,50.1,22.5,48.48832759,4.741223308
554,500.8,49781,117635,15.1,0,31.8,53.5,19.8,52.37213921,7.816390603
11217,452.3,47547,2636735,23.4,42.47677525,34.4,40.1,31.8,37.53039861,5.227447022
154,470.1,47542,26957,14.3,593.5378566,41.4,56,19.4,56.38106082,5.441478439
345,462.2,49920,64717,14.7,0,40.1,47.2,15.8,49.85552712,5.026285421
428,505.4,51600,71849,11.8,125.2627037,40.8,46.7,17.2,51.08794887,3.238819733
4243,498.9,51371,749600,14.2,94.7171825,38.5,44.1,18.5,42.50944076,4.726955479
326,511,40923,49642,18.9,60.43269812,41,44.5,26.2,43.69722094,6.043704855
8450,514.3,98312,1361350,6.7,263.7088185,41.3,53.2,11.3,60.66267248,4.449778611
8072,463.9,75459,1644518,17.7,1258.727481,36.6,32.9,19.7,26.66790153,3.548717991
1385,507.2,49274,212652,13.4,0,42.6,47.1,16,45.31301605,4.92078633
1470,501.5,48350,232500,17.7,38.70967742,41.2,44,23.7,43.49984589,5.551134489
2820,525.9,52892,468463,16.1,347.9463693,38.8,44.6,17.7,43.36469148,4.874120242
657,484.6,58473,109561,11.5,100.40069,43.1,50.8,15.5,49.43957335,5.349606951
1860,503.5,69228,377647,13.4,66.19938726,36.8,49.9,17.9,54.25001996,5.163242125
252,495.9,46577,41582,15.5,0,42.2,48.4,20.5,48.97602398,4.445372013
34,459.8,36891,5526,21.9,0,43,39.8,20.2,44.7804878,7.282913165
828,477.1,54026,169866,12.7,264.9146975,39.9,53.7,16.1,54.94720247,4.754928419
213,458.4,38130,41265,23.5,0,36.8,45.1,16.2,46.28352971,3.120443278
745,459.8,50055,185660,15.3,21.54475924,37.4,53.5,18.5,55.35270379,5.25474016
65,464.6,38928,10013,22.2,0,45.2,51.6,22.6,49.05705996,5.365126677
298,462.5,46073,59660,18.5,0,37.5,49.2,20.7,49.61803263,5.257747099
398,524.4,35991,58106,22.1,722.8169208,42.1,44,24.7,41.64131133,6.174096999
412,460.5,49676,81035,16,567.6559511,42,57.7,18.6,58.69781973,4.703203954
279,483.7,37881,44989,17.6,0,43.1,50,23,50.04906771,5.517241379
243,440,37884,34201,18.1,0,49,58.1,21.7,51.66065911,5.212083268
117,416.2,38445,21139,19.9,94.61185487,44,54.3,21.9,55.25443787,4.341957255
164,491.5,35930,23357,19.7,0,46,47.2,22.7,46.87668573,3.58004827
3590,451,59049,1034070,15.2,307.5227016,34.5,45.3,15.4,43.17563049,5.350191695
105,450.3,36795,15246,19.2,131.1819494,46.7,55.7,19.1,54.12988651,3.813691779
154,447.6,38530,27548,21.1,36.30027588,41.1,48.8,25.2,47.12882509,5.65466173
648,483.6,51650,94352,15.5,392.1485501,45.1,55.8,19.5,53.44479444,3.694753236
511,452.5,43348,93919,18.2,21.29494564,41,45.3,21.3,44.16932255,6.201122458
1007,442.6,49905,220358,18,154.2943755,37.8,45.8,14.2,43.02116444,4.936553568
145,452.7,32063,20426,25.8,48.9572114,47.1,38.6,27.2,37.33487833,2.454590083
588,477.5,47201,186311,14.3,203.9600453,26.1,54.5,12.7,55.8526976,9.215177413
540,436.7,60304,141354,14.1,240.5308658,33.3,45.2,10.1,47.73130301,4.202796852
107,499.4,43097,12781,17.9,0,49.8,55.1,20.1,55.41340462,5.096660808
214,473.4,44596,39829,18.8,25.10733385,37.4,47.1,19.5,50.71982281,5.029990529
298,463.5,45453,57611,15.4,0,42.1,51.7,17.9,52.10630899,3.014449427
82,400,41328,13440,17.1,0,47.8,56.7,22,53.49090909,7.827059262
230,477.8,45841,39259,18.7,0,508.8,47.6,22.3,45.40726776,6.140350877
689,457.6,41765,175842,23.4,244.53771,31.5,39.6,17.5,39.1929128,4.079871327
144,423.9,45464,20366,14.7,0,50.9,56.1,17.1,53.52258361,4.746227709
823,502.3,41770,142799,16.7,245.0997556,40.5,52.9,21.1,51.94562166,5.037284569
265,490.6,34665,45437,24.7,0,39.9,43.4,28.9,40.42576242,4.202401372
554,409.6,30414,134197,33.1,14.90346282,35.2,39.2,32,40.63093964,5.971635486
622,520.3,39606,91758,19.4,337.8452015,43.6,49.1,22.8,47.35119602,5.072603135
822,508.1,44973,139142,18,64.6821233,40.3,49.1,23.1,49.51174146,4.889016456
401,443.9,35629,66390,21.5,1581.563488,43.3,50.4,26.6,50.04540982,5.963398511
333,454.3,33876,63724,29,533.5509384,39.2,45.3,25.6,46.21993127,5.0513461
203,487.8,32782,35509,28.9,112.6474978,39.1,38.9,32.2,40.22006771,6.79431748
370,495.6,41921,60714,16.5,378.8253121,41.8,51.5,19.7,51.88659315,4.858604091
280,460.9,45065,46351,13.8,0,44.7,56,18.6,54.66048081,4.962317706
453,481.1,37915,72743,18.9,82.48216323,42.7,54.4,21.5,52.0415485,4.712239256
93,516.6,34788,14434,19.3,0,40.7,49.5,22.6,49.22848113,5.56091289
225,396.8,44490,33211,16.2,0,50.1,57.1,17.1,56.36203995,4.726613966
24,431,32773,4070,28.3,0,44.4,42.5,23,47.13990351,7.088989442
783,429.7,64381,222742,10.8,35.91599249,37.2,59.4,12.3,64.70421858,5.847110572
257,490.4,33609,44568,27,112.188117,40,37.7,28.7,36.87986015,6.678752027
3500,451.4,66950,1024198,11.5,102.5192394,35.3,51.6,11.3,51.32490011,4.983090176
132,447.7,33869,20155,22.8,0,46.1,41.7,26.1,43.18792376,4.839989421
83,453.6,32867,12385,26.8,0,45.1,45.2,26.7,42.52300614,3.122648608
207,414,41942,52906,26.2,75.6057914,29.5,38.9,10.8,43.16363273,2.832748693
611,458.6,36890,124132,23.3,805.594045,36.7,45.5,23.3,44.50241952,5.691592675
404,441.2,33398,68502,23.4,87.58868354,43.7,55.6,23,54.17912625,3.78540305
431,452.4,39268,81714,23.9,305.9451257,39.9,44.8,23.2,42.64912664,4.940815895
219,449.1,40801,37585,17.2,0,42.9,53.1,21.8,49.89264103,6.549178376
134,512.6,35974,17587,20.6,0,46.2,59.5,22.7,56.701726,3.944716384
17,405.2,45710,2359,10.2,0,47.6,66.7,11.3,60.82474227,4.047619048
76,479.1,52376,11099,10.3,0,42.8,58,8.9,51.52294304,8.043956044
32,462.9,39342,6753,29.9,0,31,41.4,30.8,42.4122807,9.492753623
43,430.4,56965,6716,9.7,0,46,60.2,8.9,53.50906096,4.568106312
22,472.9,60946,3294,7.4,0,43.6,63.2,5.7,55.84604212,9.935897436
14,448.3,62875,2308,8.3,0,36.5,60.5,6.2,50.30612245,6.75
403,438.9,66734,92991,8.2,1161.402716,36.8,53.9,8.3,50.32513963,6.137971127
622,462.5,53755,171512,11.3,204.0673539,31.9,46.8,8.8,42.7300221,6.444608704
28,406.8,54057,3828,9,522.4660397,50.8,66,8.1,60.08018328,7.1197411
26,320.2,51817,5104,11.7,0,43.2,60.8,8,58.630394,12.01143947
11,330.6,67344,2450,8.3,0,51.7,64.5,6,58.37187789,14.4
17,355.6,72018,4646,9.5,0,41.7,56.2,14.4,58.12459859,4.710632571
20,532.1,47596,2365,10.7,0,48.3,51,14.2,43.96226415,8.208955224
24,352.4,44282,3402,13.2,0,51.2,60.5,10.4,53.90869293,6.270627063
26,516.2,54593,3356,8,0,46.9,60.2,7.4,55.79514825,6.307692308
10,403,53420,1845,10.7,0,41,55.8,7.6,49.06600249,6.534090909
277,462.5,50435,70916,16.7,338.4285634,29.4,45.7,10,43.85891098,5.407811283
18,385.4,39679,2388,16.1,0,53.6,62.6,11.6,55.1056338,7.277628032
22,535.5,51192,2314,9.5,3457.21694,51.8,65.1,7.4,60.48309179,7.692307692
19,481.5,50038,2704,11.1,0,48.4,65.9,9.9,62.51145738,15.15711645
13,336.1,46923,2417,14.1,0,47,72.3,14.2,65.12915129,6.976744186
27,370.5,53721,4125,9.7,0,48.5,64.6,9.9,58.26086957,4.692082111
11,360.6,44696,1935,11.9,0,51.8,62.2,11.5,56.9476082,4.361370717
36,429.1,48887,5968,12.3,0,43.3,59.4,13,52.10889571,12.28389445
22,424.9,40258,2759,13,0,53.4,62.2,10,55.62451513,4.662004662
19,254.7,81209,12826,8.6,0,32.2,51.1,9.2,53.57809583,8.189655172
70,515.6,56616,9744,10.1,0,47.1,64.2,11.1,58.05384979,6.094022055
55,482,74047,8853,7.3,0,45.6,62.8,6.3,59.18867411,2.630005977
160,487.9,54637,30310,9.2,0,38.9,57.2,9,52.89242769,5.95510765
42,485.1,66807,10331,9.3,0,34.8,46.1,7.9,49.78165939,5.573419078
23,436,45040,2968,10.8,0,52.8,58.5,12.9,49.21156373,10.42553191
9,338.6,62010,1846,10.6,0,48.5,72.5,7.8,66.16161616,15.4340836
43,381.4,56298,7091,8.9,141.023833,47.2,60.2,10.7,52.69406393,8.209538702
26,357.4,39572,4312,11.6,0,46.9,58.1,9,50.99108028,9.305373526
67,436.3,51097,11630,12.3,0,42.5,48.5,11.2,43.30143541,2.600671141
35,447,56270,5448,8.4,0,44.5,56.3,8.8,51.70068027,9.291187739
14,403.5,60957,2571,7.7,0,39.9,60.2,5.9,58.33333333,4.896421846
90,456.9,57177,16402,9.7,0,38.9,54.1,10.2,53.73810603,6.603510727
61,474.1,35630,14649,31.6,0,30.3,38.8,29.2,37.72517805,6.726726727
31,579.7,58467,3876,7.3,3353.973168,45.3,60.9,5,54.80324074,6.284916201
9,374.8,44990,1310,16.1,0,52,63.2,23.3,55.74272588,4.95049505
15,481.1,33950,4370,33.6,0,27,27.2,31.8,31.69398907,8.229665072
126,425.7,76672,32154,7.6,31.10032966,35,55.8,5.9,52.61446524,10.50256729
10,341.9,59408,1956,7.1,0,50.2,62.2,7.9,54.11392405,7.098765432
130,471,53333,21103,11.6,0,40.6,50.8,11.5,45.31508664,5.223193741
19,527.4,51961,2272,10.9,0,48.5,65.9,14.5,57.92622134,16.4556962
53,475.3,58995,8014,8.9,0,41.4,54.6,10.4,51.40329469,4.19412822
266,475,54366,55347,13.1,0,37.7,54.8,14.3,56.06981761,5.87213091
1072,454.6,49626,203709,13,14.72688983,42.2,53.8,17.5,53.93501026,5.381477705
220,445.2,41450,43943,18.1,22.75675307,38.8,54.4,20.4,54.86235142,5.95355245
116,468.1,36409,18433,20.4,0,41.4,49.8,29.8,46.13199018,7.128810226
119,430.8,36176,20838,22.7,0,41.4,53,31,50.99075297,5.180598555
370,490.9,37873,41053,14.9,0,51.5,57.5,23.6,52.90134332,4.674318905
887,401,57408,249672,11.9,92.12086257,35,59.9,16.5,60.57429672,5.82126689
210,426.3,39779,37222,16.9,0,41.4,57.7,24.3,54.9562195,9.035846724
68,456.2,32734,11094,27.4,0,40.6,51.6,32.2,46.67246629,5.141916907
27,364.5,39493,5229,18,0,44.9,55.7,22.3,53.92941176,3.101503759
146,380.4,36964,27704,17.9,0,44.2,56.1,24.3,54.6597431,6.345497034
63,403.9,29541,11027,32.1,544.1189807,43.4,44.9,38,41.81254155,9.349593496
104,401.9,38504,22633,21.5,0,34,43.1,19.1,44.1308605,3.697749196
76,398.5,35049,13170,25,0,44.9,48.3,24.2,45.20179372,4.317548747
98,433.2,33826,15109,19.9,0,43.8,52.3,25.5,48.75207987,8.81166615
189,460.8,40555,25467,15.2,0,47.1,57,21.6,55.42975288,4.101603165
51,462.3,43201,8311,16.6,0,42.4,58.2,24.7,58.39832034,3.533190578
120,414.9,37495,24114,24.1,0,36,47.2,22.6,47.35854955,6.776379477
120,443.9,42348,21019,18.3,47.57600266,40.7,54.2,24.3,49.95216455,5.789245447
374,387.1,42851,104354,22.3,402.4761868,33.5,48.5,23.7,46.27621114,5.052358022
296,439.8,43466,61703,16.6,0,38.8,58,24,56.79732758,5.975420257
190,389.9,35455,48963,27.3,0,34.6,40.3,29.6,38.6145629,7.947176973
93,433.4,38597,17284,22.3,0,40.1,53,27.5,49.56634866,3.788634098
53,472.7,34018,7604,21,0,43.4,52.3,24.9,46.49014778,1.704199635
146,453.8,36620,24675,24.9,0,41.1,45.5,24.3,46.62232384,2.570564516
73,455.6,33028,11965,27.3,0,39.4,44.2,32.7,38.22078907,5.621925509
98,455.8,36801,18778,24,0,37.5,50.7,26,50.42384468,4.350706714
455,449,51436,121552,14.7,0,31.6,49,16.4,51.07628923,4.772020566
92,396.3,40404,17702,17.5,0,40.4,55.1,26.4,54.21580189,7.574180115
78,394.1,33347,12204,22.6,0,48,62.2,25.6,58.26415094,8.096280088
665,464.4,40621,97177,18.7,421.9105344,44.1,50.9,23.6,47.04144949,3.943233157
106,502.9,46067,18102,13.3,0,39.6,57.9,19.5,59.25061962,5.539429124
197,414.1,42572,44196,16.3,0,38.3,53.1,23.6,53.29097231,5.73167141
102,380.6,33136,22084,24.4,0,39.1,45.3,30.3,46.37607056,6.208291203
174,422.1,37831,33426,18.7,0,40.9,52.7,23.5,52.96638102,3.906472769
87,477.4,35940,13555,19.5,0,43.8,52.3,21.6,50.80273113,5.245114844
71,434.6,37336,13300,18.8,0,38.6,48,26.7,47.25688255,5.693717277
196,438.6,41085,37052,18.6,0,38.7,53.2,23.9,51.58730159,4.404237591
93,420,32744,13445,22,0,48.1,56.7,26.6,55.21715624,4.812157028
119,532.1,32427,17338,25.1,0,41,41.5,29.5,40.52689699,5.670985089
435,502.1,35927,71565,26.8,27.94662195,38.5,40,27.1,38.21259647,4.806902219
116,395.3,34923,26141,19.7,0,38.1,54.6,23.8,54.00059341,8.562113933
39,364.1,32225,6996,27.5,0,45,41.5,26.9,41.97879859,3.516921035
102,442.5,34916,16779,23,59.59830741,41.1,48.9,27.7,47.86439665,5.841924399
50,382.4,28006,9650,39.3,0,40.6,34.4,34.7,38.91816921,12.36017897
61,402.4,37644,13820,29,0,37.5,37.2,30.1,49.38118812,8.022922636
85,460.7,40418,15018,17,0,41.3,56.7,22,55.86911357,4.221954162
68,392.5,37691,12472,18.2,0,41.7,49.1,22.6,45.9150638,2.657444485
125,424.7,36391,21714,21.1,0,42.8,50.7,24.6,50.79567894,8.799648892
331,492.3,54459,71645,12.3,125.6193733,35.5,58.3,18,58.12651974,7.028310079
77,393.4,39158,15767,18,0,41.8,62.2,22.9,60.85515936,3.234421365
126,442,33181,16185,20.3,0,51.3,58.2,24,57.43918818,5.886450714
206,423.4,40877,43908,20.8,0,37.8,45.7,23.9,43.88561321,7.403380449
194,403.3,33577,43738,27.1,0,35.6,45.8,30,43.72557027,7.372578522
61,515.3,30682,7399,28.1,0,45.2,42.7,33.5,37.93103448,9.781931464
58,400.3,34597,8970,20.1,0,48.5,59.8,28.1,55.80678314,4.152249135
48,407.9,30935,8558,25.1,0,41.8,52.5,29.8,48.21428571,5.091311566
250,430.4,46931,51211,16.8,0,38.8,51,18,49.88517745,4.884815874
48,397.4,35895,7913,20.1,0,47.7,56.7,27.8,56.58610272,3.53569046
148,426.8,34971,24358,23,0,42.7,48.2,25.9,43.8495072,6.041591968
65,484.6,40556,10189,17.3,0,43.1,54.3,25.5,57.4213673,2.85046729
110,438.5,28171,19513,35.3,0,37.8,35.7,36,32.75968039,6.831119545
58,401.8,36893,10824,20,0,41.4,56.9,30,52.49138921,8.52225021
145,480.5,35851,24040,21.9,0,40.2,47.9,35,46.89855697,7.948482061
116,396.4,33127,20216,22,0,43.1,51.3,30.9,49.52597649,6.71641791
313,475.7,39909,63390,18.3,0,35.2,51.5,21.6,53.09781409,5.167133642
55,449.5,39896,8291,18.7,0,45.4,56.5,28.7,50.31364349,7.01754386
1908,472.3,45698,392664,16.1,644.3167696,36.4,43.5,19.7,40.67557054,5.116648446
317,443.3,43057,54354,16.7,202.37701,42.2,51.1,18.3,48.16699694,3.673864003
103,425.6,37761,17469,18.3,0,42.9,56.4,27.8,51.20654397,7.27081138
113,375.9,30489,26589,33.4,0,37.5,37.4,32.4,37.06256628,6.906077348
590,461.3,55915,117460,8.7,187.2978035,38.7,55.6,17.1,55.44575522,5.129672006
60,410,33202,10513,23.7,0,41.3,56.8,24.7,56.99136868,3.421727973
57,445.8,31765,7869,23.3,0,47,57.5,29.5,56.87263556,4.102564103
583,429.4,39907,127780,22.1,62.60760682,36.9,50.3,22.7,47.87510841,6.387886081
68,388.4,37014,17290,20.4,0,34.9,53.3,25.8,51.95061728,5.671792286
134,493.4,32101,16912,21.6,0,47.2,53.9,31.5,49.83117614,6.62707096
81,408.4,30010,12456,24.4,0,48.5,55.4,27.9,52.9949436,4.961659901
255,494.4,40841,40144,23.1,0,39.7,50.8,23.2,47.75641026,5.453756912
113,424,32975,16771,22,0,47.1,53.3,26,50.67597034,4.153846154
756,430.3,45589,225477,19.3,372.543541,31.2,49,17.1,47.25165806,5.272822665
406,473.3,42044,79161,19.4,12.63248317,36.2,53.8,20.9,54.51299143,5.493655215
50,492.6,29969,6741,25.1,0,43.9,42.1,34.3,40.29543112,5.860805861
117,445.9,37080,21713,17.4,0,39.1,53.1,23.5,54.66371797,4.956760177
6282,413.4,76996,1638215,12.5,262.4808099,37.1,47.8,16.6,48.34346322,5.014712267
279,469.8,54610,37001,12.9,0,50,52.2,19.4,55.32495512,3.698558778
1296,489.2,42302,225411,21.9,70.98145166,36.8,42.4,24,42.75182259,5.545831589
298,413.9,53321,44828,13.7,0,50.7,55.5,19.2,54.85049834,2.851375221
84,400.2,48006,21482,14.3,0,34,55.1,30.9,57.56531726,6.602564103
75,482.9,34679,10724,18.8,0,45.1,44.7,24.2,43.25842697,2.504393673
5182,456.3,80338,1126745,10.5,332.817097,38.8,51.5,14.9,53.83079507,5.114550334
142,431.6,41419,27254,22.4,0,38.8,40.8,31.8,42.03821656,9.278553175
1038,458.6,70235,184452,11.4,92.16489927,44.9,55.8,14,58.91095012,4.76817356
3367,412.6,43338,974861,27.5,82.06298129,31.4,44.2,30.8,46.81324986,6.004383506
135,443.4,43755,28017,17.1,0,37.2,51.4,26.3,50.81604717,6.12741125
696,459.5,40581,135727,21,7.367730813,37.4,41.4,24.2,40.60826608,5.240578994
606,387.9,38737,180191,23.6,0,32.2,44.2,29.9,51.56720916,7.022539698
111,408.4,49267,18260,14,0,45.7,46.8,18.5,40.26643207,4.535082715
2899,419.5,47451,882176,24.5,47.6095473,31.1,46.5,29.5,50.96534463,6.627706717
161,431.5,38221,29457,22.7,0,41.6,54.1,24.4,49.55752212,7.388908026
325,430.2,53572,66418,12,813.0326116,40.9,51.7,13.2,49.23186185,5.247084953
12,371.2,37911,2408,19.1,0,44.8,56.5,13,57.98611111,5.027932961
141,460.7,36734,19052,19.2,0,50.8,55.9,20.5,50.94274147,4.703476483
9,349.8,43132,1683,15.4,0,51.2,66.3,7.4,64.99321574,8.620689655
46,378.7,41539,7915,12.6,0,52.1,55.3,13.7,53.30958741,3.238866397
18,573.8,36903,1830,18,0,49.6,55.1,19.9,52.04755614,3.899721448
35,538.8,36449,4251,17.3,0,619.2,46,27.1,46.76903391,3.333333333
463,420.1,44716,114181,15.8,937.1086258,34.8,45.2,14.3,43.36607756,3.76216968
39,587,39827,4582,19.1,0,48.5,58,19.6,56.74013327,7.611241218
98,459.2,42942,15972,14.7,2191.334836,46.6,52.2,14.2,47.8139261,3.270009343
29,456.8,41595,4169,15.7,0,47.9,60.8,13.6,55.58628319,9.448818898
36,424.8,39292,6184,20.3,0,41.9,50.2,17.8,48.91114983,4.988123515
43,462,40072,6840,20.2,0,45.4,43.3,18.8,49.78991597,6.109979633
238,404.2,42902,41373,17.2,0,47.6,53.2,20.1,51.43251847,3.969171484
53,435.5,65738,11960,8.2,0,38,55.9,8.3,51.16489482,9.156118143
53,509.5,37511,11476,23.8,0,30.4,38.7,29.9,42.40940255,6.547122602
46,490.7,50751,9398,20.5,0,36.9,53.8,14.2,52.04855842,4.558969277
82,439.6,32815,11336,20.7,0,51.5,61.2,22.2,55.89519651,8.568548387
24,403.1,52711,3687,10.2,0,47.1,56.5,12.9,49.84746797,3.617945007
193,445.5,39882,34622,19.5,1357.518341,40.6,44.8,17.5,39.61304807,4.512392241
64,519.3,60812,9486,8.4,421.674046,46.7,65.2,10.8,64.21699626,3.636363636
25,473.1,45000,3634,12,0,46.1,62.4,14.6,62.55319149,9.191759113
42,447.8,46208,6104,13.9,0,44.8,58.3,18.1,58.64304235,8.581138488
30,475.5,45207,5087,17.2,0,41.7,52.6,16.8,53.29614604,6.557377049
46,424,46328,7659,12.4,130.565348,45.5,60.5,19.9,55.44764795,5.681818182
13,382,35875,2110,19.5,0,46.5,57.7,16.7,53.89830508,5.066666667
6,373.3,43859,1130,11.7,0,51.2,56.5,14.3,51.78571429,17.87709497
812,475.8,51653,157048,12.3,1757.424482,38,50.2,14.4,47.79304059,5.116068139
179,485.3,48658,31587,12.5,63.31718745,37.8,51.9,12.1,49.86582478,5.432887856
46,472.7,50919,6414,14,0,46.5,66,12.2,60.12052464,8.048993876
41,520.4,52914,5315,10.3,0,45.6,60.5,10.8,57.52132914,4.356636272
61,434.4,55465,11337,11.4,0,40.8,61.1,15.9,55.21331946,6.383909051
13,384.9,39964,2006,13.9,0,50.8,64.7,16.1,54.86631016,9.17721519
19,358.2,42348,2946,12.8,339.443313,47.6,64,17,53.1436135,0.363636364
203,443.6,51550,48863,12.5,900.4768434,32.5,50.8,9.7,51.21512642,4.894004637
53,485.1,49345,6585,10.6,0,47.4,60.7,15.1,57.8721885,7.352941176
47,399.5,54240,8115,9.2,0,44.7,60.8,10.1,56.49986022,11.30834977
140,478,66522,25512,6.9,0,498,62,9.3,61.33661337,7.938902508
45,334.6,54421,8564,10.4,0,44.8,64.4,8.9,60.67132867,6.343283582
27,462.8,52749,3956,9.3,0,44.9,66.5,10.8,59.72957084,7.489597781
33,395.1,43564,5848,13.3,0,43.9,68,12.9,61.72792725,4.047619048
54,439.5,55964,10167,9,0,39.9,55.1,13.3,48.91873435,11.69354839
44,506.7,55758,6309,11.3,0,43.2,61.2,15.8,57.24111578,8.012820513
45,394.5,50758,10520,10.3,0,34.2,56.8,14.2,54.87066593,6.487488415
50,370.9,56047,9125,9.1,0,43.6,61.3,15.7,57.39389024,7.272727273
68,429.8,45644,10806,13.4,9439.200444,43.8,62.4,14.3,56.33298209,7.021791768
81,396,50289,20781,14.8,0,33.7,57.1,16.8,57.47599451,9.833738848
40,370,40667,9055,18.8,220.8724462,33.7,48.7,10.8,50.26308502,7.437661221
109,409,47366,23886,13.7,0,36.2,56.6,16.5,54.01484866,8.05433327
13,402.3,44109,1921,11.8,0,47.1,55.3,15.6,50.3649635,2.873563218
36,447.2,52601,5797,10.7,0,41.9,58.1,13.7,55.57483731,7.055749129
236,487.5,50043,36706,12.9,27.24350242,39.4,55.8,13.7,52.27663799,7.218949743
2341,476.6,52842,550064,14,818.0866226,34,47.6,14.8,44.9580658,5.925782154
